"Attribution: Attribution Number","Opportunity: Opportunity Name","Opportunity: Account Name","Partner Net ARR (converted) Currency","Partner Net ARR (converted)","Opportunity: Net ARR Atlas (Commission) Currency","Opportunity: Net ARR Atlas (Commission)","Opportunity: Net ARR Non-Atlas (Commission) (converted) Currency","Opportunity: Net ARR Non-Atlas (Commission) (converted)","Opportunity: zzDeprecate-Owner Area Group","Opportunity: zzDeprecate-Owner Regional Group","Partner","Split %","Role","Opportunity: Close Date","Opportunity: Fiscal Period","Opportunity: Stage","Status","Attribution: Created Date","Opportunity: Created Date"
"A-0713554","ATT - New Blue Marble AWS MP (Private offer) Deal","AT&T Comunicaciones Digitales S de RL","USD","0.00","USD","0.00","USD","0.00","NAMER","Spanish LATAM","Tech Mahindra (Americas) Inc.","35.00","Strategic","2/27/2026","Q1-2027","Closed Won","Approved","3/17/2026","2/9/2026"
"A-0713583","ATT - New Blue Marble AWS MP (Private offer) Deal - Run Rate - FY27-Q2","AT&T Comunicaciones Digitales S de RL","USD","0.00","USD","0.00","USD","0.00","NAMER","Spanish LATAM","Tech Mahindra (Americas) Inc.","35.00","Strategic","7/31/2026","Q2-2027","Elastic Forecast","Approved","3/17/2026","3/1/2026"
"A-0713584","ATT - New Blue Marble AWS MP (Private offer) Deal - Run Rate - FY27-Q3","AT&T Comunicaciones Digitales S de RL","USD","0.00","USD","0.00","USD","0.00","NAMER","Spanish LATAM","Tech Mahindra (Americas) Inc.","35.00","Strategic","10/31/2026","Q3-2027","Elastic Forecast","Approved","3/17/2026","3/1/2026"
"A-0713585","ATT - New Blue Marble AWS MP (Private offer) Deal - Run Rate - FY27-Q4","AT&T Comunicaciones Digitales S de RL","USD","0.00","USD","0.00","USD","0.00","NAMER","Spanish LATAM","Tech Mahindra (Americas) Inc.","35.00","Strategic","1/31/2027","Q4-2027","Elastic Forecast","Approved","3/17/2026","3/1/2026"
"A-0700748","Mobily (Saudi Arabia) Blue Marble - Renewal","Mobily (Saudi Arabia)","USD","0.00","USD","0.00","USD","0.00","EMEA","IMEA","Tech Mahindra Arabia Limited","0.00","Reseller","11/14/2026","Q4-2027","Research","Approved","2/4/2026","2/4/2026"
"A-0690073","NEOM Identity Management - Renewal","NEOM","USD","0.00","USD","0.00","USD","0.00","EMEA","EMEA PubSec","Tech Mahindra Arabia Limited","0.00","Reseller","10/5/2026","Q3-2027","Research","Approved","2/4/2026","2/4/2026"
"A-0536744","TPG Telecom Limited TPG Telecom / Vodafone Australia - Matrixx - Renewal","TPG Telecom Limited","USD","0.00","AUD","0.00","USD","23.66","APAC","APAC","Tech Mahindra Australia","0.00","Influencing","3/12/2026","Q1-2027","Closed Won","Rejected","5/7/2025","5/7/2025"
"A-0491604","Telefónica Germany GmbH & Co. OHG TEF Atlas - Renewal","Telefónica Germany GmbH & Co. OHG","USD","0.00","EUR","0.00","USD","0.00","EMEA","DACH I","Tech Mahindra GmbH","0.00","Reseller","6/30/2026","Q2-2027","Discovery","Approved","2/13/2025","2/4/2025"
"A-0517823","[Main] Telefónica Germany GmbH & Co. OHG TEF Atlas - Renewal - Run Rate - FY27-Q1","Telefónica Germany GmbH & Co. OHG","USD","0.00","","","USD","0.00","EMEA","DACH I","Tech Mahindra GmbH","0.00","Reseller","4/30/2026","Q1-2027","Elastic Forecast","Approved","5/2/2025","5/2/2025"
"A-0557840","[Main] Telefónica Germany GmbH & Co. OHG TEF Atlas - Renewal - Run Rate - FY27-Q2","Telefónica Germany GmbH & Co. OHG","USD","0.00","EUR","0.00","USD","0.00","EMEA","DACH I","Tech Mahindra GmbH","0.00","Reseller","7/31/2026","Q2-2027","Elastic Forecast","Approved","8/2/2025","8/2/2025"
"A-0603119","Telefónica Germany GmbH & Co. OHG TEF Atlas - Renewal - Run Rate - FY27-Q3","Telefónica Germany GmbH & Co. OHG","USD","0.00","EUR","0.00","USD","0.00","EMEA","DACH I","Tech Mahindra GmbH","0.00","Reseller","10/31/2026","Q3-2027","Elastic Forecast","Approved","11/2/2025","11/2/2025"
"A-0626424","TEF - TOP UP - Run Rate - FY26-Q3 - Run Rate - FY27-Q1","Telefónica Germany GmbH & Co. OHG","USD","0.00","EUR","488324.06","USD","0.00","EMEA","DACH I","Tech Mahindra GmbH","0.00","Reseller","4/30/2026","Q1-2027","Elastic Forecast","Approved","11/25/2025","11/25/2025"
"A-0626425","TEF - TOP UP - Run Rate - FY26-Q3 - Run Rate - FY27-Q2","Telefónica Germany GmbH & Co. OHG","USD","0.00","EUR","0.00","USD","0.00","EMEA","DACH I","Tech Mahindra GmbH","0.00","Reseller","7/31/2026","Q2-2027","Elastic Forecast","Approved","11/25/2025","11/25/2025"
"A-0643385","Telefónica Germany GmbH & Co. OHG TEF Atlas - Renewal - Run Rate - FY27-Q4","Telefónica Germany GmbH & Co. OHG","USD","0.00","EUR","0.00","USD","0.00","EMEA","DACH I","Tech Mahindra GmbH","0.00","Reseller","1/31/2027","Q4-2027","Elastic Forecast","Approved","2/2/2026","2/2/2026"
"A-0511460","VodafoneZiggo - Blue Marble (B2B)","Comviva Technologies","USD","0.00","USD","0.00","USD","0.00","EMEA","Nordics & Benelux","Tech Mahindra Limited","0.00","Strategic","5/31/2026","Q2-2027","Discovery","Rejected","4/16/2025","4/10/2025"
"A-0535708","Tech Mahindra Limited Tech Mahindra Workbench Application - Renewal","Tech Mahindra Limited","USD","0.00","USD","0.00","USD","0.00","APAC","IND ENT Hybrid 1","Tech Mahindra Limited","15.00","Influencing","3/27/2026","Q1-2027","Closed Won","Approved","5/7/2025","5/7/2025"
"A-0562774","Proximus NV BSS Softwarization - Renewal - Run Rate - FY27-Q2","Proximus NV","USD","0.00","USD","0.00","USD","0.00","EMEA","Nordics & Benelux","Tech Mahindra Limited","15.00","Influencing","7/31/2026","Q2-2027","Elastic Forecast","Approved","8/2/2025","8/2/2025"
"A-0574978","Proximus NV BSS Softwarization - Renewal","Proximus NV","USD","0.00","USD","0.00","USD","0.00","EMEA","Nordics & Benelux","Tech Mahindra Limited","15.00","Influencing","7/31/2026","Q2-2027","Research","Pending Approval","8/5/2025","8/5/2025"
"A-0700749","Mobily (Saudi Arabia) Blue Marble - Renewal","Mobily (Saudi Arabia)","USD","0.00","USD","0.00","USD","0.00","EMEA","IMEA","Tech Mahindra Limited","35.00","Strategic","11/14/2026","Q4-2027","Research","Pending Approval","2/4/2026","2/4/2026"
"A-0714544","Tech Mahindra Limited Tech Mahindra Workbench Application - Renewal - Run Rate - FY27-Q2","Tech Mahindra Limited","USD","0.00","USD","0.00","USD","0.00","APAC","IND ENT Hybrid 1","Tech Mahindra Limited","15.00","Influencing","7/31/2026","Q2-2027","Elastic Forecast","Approved","3/25/2026","8/2/2025"
"A-0714545","Tech Mahindra Limited Tech Mahindra Workbench Application - Renewal - Run Rate - FY27-Q3","Tech Mahindra Limited","USD","0.00","USD","0.00","USD","0.00","APAC","IND ENT Hybrid 1","Tech Mahindra Limited","15.00","Influencing","10/31/2026","Q3-2027","Elastic Forecast","Approved","3/25/2026","11/2/2025"
"A-0714546","Tech Mahindra Limited Tech Mahindra Workbench Application - Renewal - Run Rate - FY27-Q4","Tech Mahindra Limited","USD","0.00","USD","0.00","USD","0.00","APAC","IND ENT Hybrid 1","Tech Mahindra Limited","15.00","Influencing","1/31/2027","Q4-2027","Elastic Forecast","Approved","3/25/2026","2/2/2026"
"A-0453495","Terna Rete Italia SpA SCCT - Renewal -SCCT Fase 1- Jan2027","Terna Rete Italia SpA","USD","0.00","EUR","0.00","USD","0.00","EMEA","EMEA PubSec","V-Valley S.r.l.","0.00","Reseller","1/31/2027","Q4-2027","Research","Approved","2/4/2025","2/4/2025"
"A-0524161","Snam S.p.A. Impatto operativo, Telediagnostica impianti trattamento - Renewal - Run Rate - FY27-Q1","Snam S.p.A.","USD","0.00","EUR","130307.37","USD","0.00","EMEA","EMEA PubSec","V-Valley S.r.l.","0.00","Reseller","4/30/2026","Q1-2027","Elastic Forecast","Rejected","5/2/2025","5/2/2025"
"A-0564181","Snam S.p.A. Impatto operativo, Telediagnostica impianti trattamento - Renewal - Run Rate - FY27-Q2","Snam S.p.A.","USD","0.00","EUR","0.00","USD","0.00","EMEA","EMEA PubSec","V-Valley S.r.l.","0.00","Reseller","7/31/2026","Q2-2027","Elastic Forecast","Approved","8/2/2025","8/2/2025"
"A-0575440","Comando Generale del Corpo delle Capitanerie di Porto - Guardia Costiera Capitanerie di Porto - Mong - Renewal","Comando Generale del Corpo delle Capitanerie di Porto - Guardia Costiera","USD","0.00","EUR","0.00","USD","0.00","EMEA","EMEA","V-Valley S.r.l.","0.00","Reseller","3/31/2026","Q1-2027","Research","Approved","8/5/2025","8/5/2025"
"A-0601164","PSN - OEM - true up FY26Q2 (May-June-July) - Renewal CY26","Polo Strategico Nazionale","USD","0.00","EUR","0.00","USD","0.00","EMEA","EMEA PubSec","V-Valley S.r.l.","0.00","Reseller","8/31/2026","Q3-2027","Research","Approved","10/30/2025","10/30/2025"
"A-0609729","Snam S.p.A. Impatto operativo, Telediagnostica impianti trattamento - Renewal - Run Rate - FY27-Q3","Snam S.p.A.","USD","0.00","EUR","0.00","USD","0.00","EMEA","EMEA PubSec","V-Valley S.r.l.","0.00","Reseller","10/31/2026","Q3-2027","Elastic Forecast","Approved","11/2/2025","11/2/2025"
"A-0621487","Terna Rete Italia SpA 2024 framework agreement projects, Nuovi dati del metering UPNR - Renewal","Terna - Rete Elettrica Nazionale S.p.A","USD","0.00","EUR","0.00","USD","0.00","EMEA","EMEA PubSec","V-Valley S.r.l.","0.00","Reseller","3/2/2026","Q1-2027","Closed Won","Approved","11/3/2025","11/3/2025"
"A-0629775","PSN - OEM - true up FY26Q3 (Aug-Sep-Oct) - Renewal CY26","Polo Strategico Nazionale","USD","0.00","EUR","0.00","USD","0.00","EMEA","EMEA PubSec","V-Valley S.r.l.","0.00","Reseller","8/16/2026","Q3-2027","Research","Approved","12/4/2025","12/4/2025"
"A-0638119","Terna Rete Italia SpA - Stazione del futuro Digital Twin","Terna Rete Italia SpA","USD","0.00","EUR","0.00","USD","66359.37","EMEA","EMEA PubSec","V-Valley S.r.l.","0.00","Reseller","2/17/2026","Q1-2027","Closed Won","Approved","1/20/2026","1/16/2026"
"A-0638930","PSN - OEM - true up FY26Q4 (Nov-Dec-Jan)","Polo Strategico Nazionale","USD","0.00","EUR","0.00","USD","88292.58","EMEA","EMEA PubSec","V-Valley S.r.l.","0.00","Reseller","3/11/2026","Q1-2027","Closed Won","Approved","1/23/2026","1/23/2026"
"A-0701262","Terna Rete Italia SpA DERLAB - Renewal","Terna Rete Italia SpA","USD","0.00","EUR","0.00","USD","0.00","EMEA","EMEA PubSec","V-Valley S.r.l.","0.00","Reseller","12/31/2026","Q4-2027","Research","Approved","2/4/2026","2/4/2026"
"A-0710861","Terna Rete Italia SpA Nuovi dati del metering UPNR - Renewal - Run Rate - FY27-Q1","Terna - Rete Elettrica Nazionale S.p.A","USD","0.00","EUR","-49323.97","USD","0.00","EMEA","EMEA PubSec","V-Valley S.r.l.","0.00","Reseller","4/30/2026","Q1-2027","Elastic Forecast","Approved","3/2/2026","5/2/2025"
"A-0710906","Terna Rete Italia SpA 2024 framework agreement projects, Nuovi dati del metering UPNR - Renewal - Run Rate - FY27-Q2","Terna - Rete Elettrica Nazionale S.p.A","USD","0.00","EUR","0.00","USD","0.00","EMEA","EMEA PubSec","V-Valley S.r.l.","0.00","Reseller","7/31/2026","Q2-2027","Elastic Forecast","Approved","3/3/2026","3/3/2026"
"A-0710908","Terna Rete Italia SpA 2024 framework agreement projects, Nuovi dati del metering UPNR - Renewal - Run Rate - FY27-Q3","Terna - Rete Elettrica Nazionale S.p.A","USD","0.00","EUR","0.00","USD","0.00","EMEA","EMEA PubSec","V-Valley S.r.l.","0.00","Reseller","10/31/2026","Q3-2027","Elastic Forecast","Approved","3/3/2026","3/3/2026"
"A-0710910","Terna Rete Italia SpA 2024 framework agreement projects, Nuovi dati del metering UPNR - Renewal - Run Rate - FY27-Q4","Terna - Rete Elettrica Nazionale S.p.A","USD","0.00","EUR","0.00","USD","0.00","EMEA","EMEA PubSec","V-Valley S.r.l.","0.00","Reseller","1/31/2027","Q4-2027","Elastic Forecast","Approved","3/3/2026","3/3/2026"
"A-0712412","PSN - OEM - true up FY26Q4 (Nov-Dec-Jan) - Renewal CY26","Polo Strategico Nazionale","USD","0.00","EUR","0.00","USD","0.00","EMEA","EMEA PubSec","V-Valley S.r.l.","0.00","Reseller","11/16/2026","Q4-2027","Research","Approved","3/11/2026","3/11/2026"
"A-0712668","Terna - Rete Elettrica Nazionale S.p.A - Top up credits Q2FY27","Terna - Rete Elettrica Nazionale S.p.A","USD","0.00","EUR","0.00","USD","0.00","EMEA","EMEA PubSec","V-Valley S.r.l.","0.00","Reseller","3/24/2026","Q1-2027","Closed Won","Approved","3/12/2026","3/6/2026"
"A-0714448","Terna - Rete Elettrica Nazionale S.p.A - Top up credits Q2FY27 - Run Rate - FY27-Q1","Terna - Rete Elettrica Nazionale S.p.A","USD","0.00","","","USD","0.00","EMEA","EMEA PubSec","V-Valley S.r.l.","0.00","Reseller","4/30/2026","Q1-2027","Elastic Forecast","Approved","3/24/2026","3/24/2026"
"A-0714484","Terna - Rete Elettrica Nazionale S.p.A - Top up credits Q2FY27 - Run Rate - FY27-Q2","Terna - Rete Elettrica Nazionale S.p.A","USD","0.00","EUR","0.00","USD","0.00","EMEA","EMEA PubSec","V-Valley S.r.l.","0.00","Reseller","7/31/2026","Q2-2027","Elastic Forecast","Approved","3/25/2026","3/25/2026"
"A-0714486","Terna - Rete Elettrica Nazionale S.p.A - Top up credits Q2FY27 - Run Rate - FY27-Q3","Terna - Rete Elettrica Nazionale S.p.A","USD","0.00","EUR","0.00","USD","0.00","EMEA","EMEA PubSec","V-Valley S.r.l.","0.00","Reseller","10/31/2026","Q3-2027","Elastic Forecast","Approved","3/25/2026","3/25/2026"
"A-0714488","Terna - Rete Elettrica Nazionale S.p.A - Top up credits Q2FY27 - Run Rate - FY27-Q4","Terna - Rete Elettrica Nazionale S.p.A","USD","0.00","EUR","0.00","USD","0.00","EMEA","EMEA PubSec","V-Valley S.r.l.","0.00","Reseller","1/31/2027","Q4-2027","Elastic Forecast","Approved","3/25/2026","3/25/2026"
"A-0621350","Wipro Limited BaseNxt - Renewal","Wipro Limited","USD","0.00","USD","0.00","USD","0.00","APAC","IND ENT Hybrid 1","Wipro Limited","35.00","Strategic","10/31/2026","Q3-2027","Research","Pending Approval","11/3/2025","11/3/2025"
"A-0702345","HP, Inc CAP - Renewal","HP, Inc","USD","0.00","USD","0.00","USD","0.00","NAMER","NorCal 1","Wipro Limited","35.00","Strategic","1/31/2027","Q4-2027","Research","Pending Approval","2/4/2026","2/4/2026"
"A-0025120","Halliburton Company- RTS Cassandra Replace","Halliburton Company","USD","0.00","USD","0.00","USD","0.00","NAMER","South Central 2","Wipro Technologies","35.00","Strategic","7/31/2026","Q2-2027","Business Case","Approved","2/17/2023","4/8/2022"
"A-0523609","Wipro Limited BaseNxt - Renewal - Run Rate - FY27-Q1","Wipro Limited","USD","0.00","USD","-25733.92","USD","0.00","APAC","IND ENT Hybrid 1","Wipro Technologies","0.00","Strategic","4/30/2026","Q1-2027","Elastic Forecast","Rejected","5/2/2025","5/2/2025"
"A-0524971","FY26Q2 LRN Corporation DR Node, EU Instance - Renewal - Run Rate - FY27-Q1","LRN Corporation","USD","0.00","USD","-14905.59","USD","0.00","APAC","IND CG Upper Hybrid","Wipro Technologies","0.00","Strategic","4/30/2026","Q1-2027","Elastic Forecast","Rejected","5/2/2025","5/2/2025"
"A-0563644","Wipro Limited BaseNxt - Renewal - Run Rate - FY27-Q2","Wipro Limited","USD","0.00","USD","0.00","USD","0.00","APAC","IND ENT Hybrid 1","Wipro Technologies","0.00","Strategic","7/31/2026","Q2-2027","Elastic Forecast","Rejected","8/2/2025","8/2/2025"
"A-0564989","LRN Atlas Renewal - Run Rate - FY27-Q2","LRN Corporation","USD","0.00","USD","0.00","USD","0.00","APAC","IND CG Upper Hybrid","Wipro Technologies","15.00","Influencing","7/31/2026","Q2-2027","Elastic Forecast","Approved","8/2/2025","8/2/2025"
"A-0575997","U.S. Bank National Association 2020 Aggregator & API Readiness - Renewal","U.S. Bank National Association","USD","0.00","USD","0.00","USD","0.00","NAMER","Deep North","Wipro Technologies","15.00","Influencing","7/19/2026","Q2-2027","Research","Pending Approval","8/5/2025","8/5/2025"
"A-0593258","Wipro Limited BaseNxt - Renewal - Run Rate - FY27-Q2","Wipro Limited","USD","0.00","USD","0.00","USD","0.00","APAC","IND ENT Hybrid 1","Wipro Technologies","15.00","Influencing","7/31/2026","Q2-2027","Elastic Forecast","Approved","10/10/2025","8/2/2025"
"A-0610586","LRN Atlas Renewal - Run Rate - FY27-Q3","LRN Corporation","USD","0.00","USD","0.00","USD","0.00","APAC","IND CG Upper Hybrid","Wipro Technologies","15.00","Influencing","10/31/2026","Q3-2027","Elastic Forecast","Approved","11/2/2025","11/2/2025"
"A-0609150","Wipro Limited BaseNxt - Renewal - Run Rate - FY27-Q3","Wipro Limited","USD","0.00","USD","0.00","USD","0.00","APAC","IND ENT Hybrid 1","Wipro Technologies","15.00","Influencing","10/31/2026","Q3-2027","Elastic Forecast","Approved","11/2/2025","11/2/2025"
"A-0650699","LRN Atlas Renewal - Run Rate - FY27-Q4","LRN Corporation","USD","0.00","USD","0.00","USD","0.00","APAC","IND CG Upper Hybrid","Wipro Technologies","15.00","Influencing","1/31/2027","Q4-2027","Elastic Forecast","Approved","2/2/2026","2/2/2026"
"A-0649246","Wipro Limited BaseNxt - Renewal - Run Rate - FY27-Q4","Wipro Limited","USD","0.00","USD","0.00","USD","0.00","APAC","IND ENT Hybrid 1","Wipro Technologies","15.00","Influencing","1/31/2027","Q4-2027","Elastic Forecast","Approved","2/2/2026","2/2/2026"
"A-0276222","HP, Inc - Tropos Print Usage Services","HP, Inc","USD","0.00","USD","0.00","USD","0.00","APAC","IND ENT Hybrid 1","Wipro Technologies","35.00","Strategic","7/29/2026","Q2-2027","Discovery","Approved","4/16/2024","11/2/2023"
"A-0562183","Charles Schwab & Co., Inc. Atlas on Google Cloud, Charles Schwab - MongoDB Integrated Platform... - Run Rate - FY27-Q2","Charles Schwab & Co., Inc.","USD","0.00","USD","0.00","USD","0.00","NAMER","South Central 1","Wipro Technologies","15.00","Influencing","7/31/2026","Q2-2027","Elastic Forecast","Approved","8/2/2025","8/2/2025"
"A-0607597","Charles Schwab & Co., Inc. Atlas on Google Cloud, Charles Schwab - MongoDB Integrated Platform... - Run Rate - FY27-Q3","Charles Schwab & Co., Inc.","USD","0.00","USD","0.00","USD","0.00","NAMER","South Central 1","Wipro Technologies","15.00","Influencing","10/31/2026","Q3-2027","Elastic Forecast","Approved","11/2/2025","11/2/2025"
"A-0647722","Charles Schwab & Co., Inc. Atlas on Google Cloud, Charles Schwab - MongoDB Integrated Platform... - Run Rate - FY27-Q4","Charles Schwab & Co., Inc.","USD","0.00","USD","0.00","USD","0.00","NAMER","South Central 1","Wipro Technologies","15.00","Influencing","1/31/2027","Q4-2027","Elastic Forecast","Approved","2/2/2026","2/2/2026"
"A-0702329","Visa Technology & Operations LLC Multiple Projects - Renewal","Visa Technology & Operations LLC","USD","0.00","USD","0.00","USD","0.00","NAMER","NorCal 2","Wipro Technologies","15.00","Influencing","1/31/2027","Q4-2027","Research","Pending Approval","2/4/2026","2/4/2026"
"A-0535101","Cisco Systems, Inc. Cisco - eCommerce - Config, Cisco - eCommerce - Quoting, Cisco - eCommerce - Ord - Renewal","Cisco Systems, Inc.","USD","-0.03","USD","0.00","USD","-0.17","NAMER","NorCal 1","Tata Consultancy Services Limited","15.00","Influencing","2/9/2026","Q1-2027","Closed Won","Approved","5/7/2025","5/7/2025"
"A-0518729","MyCloudFulfillment - Atlas AWS MP - Run Rate - FY27-Q1","MyCloudFulfillment","USD","-0.30","USD","-1.99","USD","0.00","APAC","APAC CG","ECloudvalley Technology Limited.","15.00","Influencing","4/30/2026","Q1-2027","Elastic Forecast","Approved","5/2/2025","5/2/2025"
"A-0522220","World Wrestling Entertainment, Inc. WWE - Real Time Event Threat Analysis - Renewal - Run Rate - FY27-Q1","World Wrestling Entertainment, Inc.","USD","-1.29","USD","-8.61","USD","0.00","Americas","NAMER","Cognizant Technology Solutions U.S. Corporation","15.00","Influencing","4/30/2026","Q1-2027","Elastic Forecast","Approved","5/2/2025","5/2/2025"
"A-0522598","Posti Group Suomi Oy Pets Events, Posti Oy - Mobile App Backend, RMS - Renewal - Run Rate - FY27-Q1","Posti Group Suomi Oy","USD","-37.11","EUR","-89.66","USD","0.00","EMEA","EMEA","Infosys Limited","35.00","Strategic","4/30/2026","Q1-2027","Elastic Forecast","Approved","5/2/2025","5/2/2025"
